prompt,completion
Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox TD500 ARGB Mesh ATX Case Black TG MCB-D500D-KGNN-S01 | PCByte'. Entity 2: 'Cooler Master N300 Mesh ATX Case Black NSE-300-KKN1 | PCByte'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Corsair ML120 Pro LED 120mm Premium Mag-Lev Fan Red'. Entity 2: 'Canon 24-70mm f/2.8L II USM EF Lens'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'ASUS PRIME X570-PRO (AM4) (D) (90MB11B0-M0EAY0)'. Entity 2: 'SRAM Disc Brake Pad Set Organic Compound'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Western Digital My Book 3 To - Noir'. Entity 2: 'Samsung 970 EVO MZ-V7E1T0BW - Solid state drive - krypterat - 1 TB - inbyggd - M.2 2280 - PCI Express 3.0 x4 (NVMe) - 256 bitars AES - TCG Opal Encryption 2.0'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Transcend 128GB Internal SSD 2.5″ SATA3'. Entity 2: 'Omega Seamaster Planet Ocean 600m Co-Axial Master Ceramic 215.92.46.22.01.004 Black Dial Replica'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'TAG Heuer Automatic Chronograph Watch CBG2A1Z.BA0658'. Entity 2: 'Swiss Military Hanowa Swiss Military Hanowa Undercover Multifunction 06-4307.30.007'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'APPLE - Airpods With Charging Case'. Entity 2: 'Cooler Master MasterLiquid ML120R ARGB AIO Cooler'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'DDR3 8GB PC1600 CL9 Kingston Hypk'. Entity 2: 'Ubiquiti UniFi Mesh AP OUT AC1750 5 PACK'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'ASUS GeForce RTX 2080 SUPER 8GB DUAL OC EVO'. Entity 2: 'ASUS GeForce® RTX 2080 SUPER™ Dual Evo OC 8GB (90YV0DJ0-M0NM00) (NVIDIA, Grafikkarte)'.",Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Fujifilm XF 56mm F/1.2 R APD Lens'. Entity 2: 'Apple - AirPods with Wireless Charging Case (Latest Model) - White'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Garmin Fenix 5S Plus GPS Watch Silver with Black Band'. Entity 2: 'Fenix 5X Plus GPS Black Smartwatch'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'CORSAIR 8Gbx1 DDR4 3000Mhz Ram CMK8GX4M1D3000C16 VENGEANCE LPX Gaming RAM'. Entity 2: 'Czapka New Era 39THIRTY New York Yankees - 10298279'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Core i7-10700KF Prosessor'. Entity 2: 'INTEL CPU 10TH GEN COMET LAKE I7-10700KF 3.80GHZ LGA1200 16.00MB CACHE BOXED'.,Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'DDR4 Vengeance LPX 16GB/3200(2*8GB) CL16-18-18-36 BLACK 1,35VXMP 2.0'. Entity 2: 'Jabra BIZ 2300 USB MS Duo'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Obiectiv foto CANON EF-S 10-18mm f/4.5-5.6 IS STM'. Entity 2: 'Canon EF-S 10-18/4.5-5.6 IS STM'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'LOGITECH - HD WEBCAM C310 - USB - EMEAIN'. Entity 2: 'Logitech® HD Webcam C310 - USB'.,Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Crucial MX500 250GB SATA 2.5-inch, SATA 6.0Gb/s 7mm Solid State Drive'. Entity 2: 'Shimano Shimano PD-R7000 105 SPD-SL PEDAL W/O REFLECTOR W/CLEAT'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Atomos Coiled Full HDMI to Full HDMI Cable (30cm) - ATOMCAB010'. Entity 2: 'Atomos ATOM-CAB010 Full To Full Hdmi Coiled Cable'.,Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Western Digital My Passport 1TB 2,5"" USB 3.0'. Entity 2: 'Western Digital My Book 3 To - Noir'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'TP-Link Archer T9UH Wireless AC1900 USB Adapter'. Entity 2: 'Logitech H570e Monaural USB Headset'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Western Digital My Book Micro-USB B 3.0 (3.1 Gen 1) 3000GB N'. Entity 2: 'Maintenance Unit Epson T6190 35000Pgs (C13T619000)'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Corsair Carbide SPEC-OMEGA RGB Black ATX Cube Case, Tempered Glass Window, No PSU, 2x USB 3.0, HD Audio, 2x HD120 RGB Fan / Lighting Node PRO pre-installed'. Entity 2: 'SRAM Disc Brake Pad Set Organic Compound'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Shimano HG701 Ultegra R8000 XT M8000 11 Speed Chain with Quick Link'. Entity 2: 'Shimano Cassette Ultegra R8000 11 Speed 11-28T'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Daniel Wellington Mens Classic Sheffield 40mm Rose Gold Black DW00100007'. Entity 2: 'Kingston 4GB DDR3 1600MHz HyperX Fury Black Series'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: '32 Oz Wide Mouth With Flex Cap W32BTS001'. Entity 2: 'Epson Seahorse Multipack 6-kleur T0487'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Switch D-Link DGS-1210-24 20 p 10 / 100 / 1000 Mbps 4 x SFP'. Entity 2: 'WD Blue 3D - 2048 GB - M.2 - 560 MB/s - 6 Gbit/s WDS200T2B0B'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'SDS2/32GB, 32GB SDHC Canvas Select Plus 100R C10 UHS-I U1 V10'. Entity 2: 'Manfrotto MVK500AM Fluid Video System'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'TP-Link Omada AC1200 Wireless Dual Band Gigabit Outdoor Access Point'. Entity 2: 'TP-Link AC1200 Wireless MU-MIMO Gigabit Indoor/Outdoor Access Point (EAP225-Outdoor) AC1200 Outdoor'.,Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: '507125-B21 HP 146-GB 6G 10K 2.5 DP SAS HDD'. Entity 2: 'Hewlett Packard Enterprise HDD 146GB 10K SAS 2,5INCH (507125-B21)'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Razer Basilisk V2 Wired Ergonomic Gaming Mouse, 11 Programmable Buttons | RZ01-03160100-R3M1'. Entity 2: 'Razer DeathAdder V2 Ergonomic Wired Gaming Mouse (RZ01-03210100-R3M1) (Warranty 2years with Ban Leong)'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'ASUS GeForce GTX 1660 SUPER DUAL EVO OC'. Entity 2: 'ASUS Dual GeForce GTX 1660 6GB OC Edition EVO 192Bit GDDR5'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'SRAM XG-1090 PowerDome-X 10sp Cassette'. Entity 2: 'Epson oryginalny tusz T2982 29 cyan'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Corsair ML140 Pro LED, Red, 140mm Premium Magnetic Levitation Fan'. Entity 2: 'Corsair ML120 Pro LED 120mm Premium Mag-Lev Fan Red'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Zebra ZXP Series 1Black Monochrome Ribbon K - 1000 Prints 800011-101'. Entity 2: 'Western Digital My PassPort, 4TB, BLACK3 Years - WDBYFT0040BBK-WESN'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'SDS2/32GB, 32GB SDHC Canvas Select Plus 100R C10 UHS-I U1 V10'. Entity 2: 'Kingston Canvas Select Plus SDHC Memory Card UHS-I 4K FULL HD 100MB/s - 32GB'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Maxxis Maxxis Minion DHR II Tire: 29 x 2.40"", Folding, 60tpi, 3C MaxxGrip 2- Ply, Tubeless Ready, Wide Trail, Black'. Entity 2: 'Maxxis Maxxis High Roller II Tire: 27.5 x 2.50\"", Folding, 60tpi, 3C MaxxTerra, EXO, Tubeless Ready, Wide Trail, Black'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Core i3-8300 (Coffee Lake) 3.7 GHz, LGA1151, Intel UHD 630, 8MB, 14nm, 62W, Box'. Entity 2: 'Intel Core i3-7100 Dual-Core 3.9GHz LGA1151 (BX80677I37100)'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Seastar 1000 Powermatic 80 - T120.407.11.051.00'. Entity 2: 'TISSOT T1204071105100 Seastar Powermatic 80'.,Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Brother HL-L6200DW Business Laser Printer'. Entity 2: 'UCK-G2-PlusUbiquiti Unifi Cloud Key, G2, with HDD'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'TISSOT SEASTAR 1000 POWERMATIC 80'. Entity 2: 'TISSOT T1204071105100 Seastar Powermatic 80'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Cheap Replica Audemars Piguet Royal Oak Chronograph White Dail Watch 26331ST.OO.1220ST.03'. Entity 2: 'Cheap Replica Audemars Piguet Royal Oak Offshore Chronograph Watch 26470ST.OO.A099CR.01'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Evans 14\"" TT14EC2S Clear Drum Head'. Entity 2: 'Evans EC2 Clear Drum Head, 14 Inch'.",Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston 256GB DataTraveler 100 G3 (USB 3.0)'. Entity 2: 'Kingston Pendrive DataTraveler 100 G3 256GB USB 3.0'.,Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Lant Shimano CN-HG601-11, 11 Viteze'. Entity 2: 'Access Point|TP-LINK|300 Mbps|IEEE 802.3af|IEEE 802.11b|IEEE 802.11g|IEEE 802.11n|1xRJ45|Number of antennas 2|EAP115'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'APPLE - AIRPODS WITH CHARGING CASEIN'. Entity 2: 'APPLE - AIRPODS WITH WIRELESS CHARGING CASE IN'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'FUJIFILM Aspherical Super EBC XF 80mm f/2.8 R LM OIS WR Macro Lens'. Entity 2: 'Fujifilm XF 80mm f2.8 R LM WR Macro Lens'.,Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Memoria USB Kingston Technology - Color blanco, 16 GB, USB 3.0'. Entity 2: 'Epson - Premium Semi-Gloss Photo Paper - A4 - 20 Fogli - C13S041332'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson T6923 Ultrachrome XD rautt Ink 110ml'. Entity 2: 'DDR4 Vengeance LPX 16GB/3200(2*8GB) CL16-18-18-36 BLACK 1,35VXMP 2.0'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Audio Technica Headphones Air Dynamic Series ATH-AD500X'. Entity 2: 'BenQ SW271 Pro 27in IPS LCD Monitor 4K UHD'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Audio Technica DJ kõrvaklapid ATH-PRO7X On-ear, Must'. Entity 2: 'TP-Link T1700G-28TQ JetStream 24-Port Gigabit Stackable Smart Switch with 4 10GE SFP+ Slots'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Seamaster Planet Ocean 600 M Omega Co-Axial Master Chronometer Chronograph 215.30.46.51.03.001'. Entity 2: '3M - Lightweight 300 Privacy Filter PF322WSkjermfilter mot innsyn, m/ramme 20\""-23\""W (30,7 x 48,5)'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Western Digital WD My Passport Portable HDD 4TB Black'. Entity 2: 'APC - Schneider SMART-UPS 1000VA LCD 230V'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'TP-Link 300Mbps Wireless N Ceiling Mount Access Point with Passive PoE (EAP115)'. Entity 2: 'Access Point TP-LINK Wireless N 300Mbs B/G/N - 3 Antenas'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'ADAPTADOR INALAMBRICO TP-LINK/USB 2.0/N300/QSS/TL-WN821N'. Entity 2: 'TP-Link TL-WN821 wifi 300Mbps USB adapter TL-WN821N'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Daniel Wellington Classic Sheffield Men 40mm Quartz Watch 0206DW'. Entity 2: 'TAG Heuer Automatic Chronograph Watch CBL2111.FC6453'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'EPSON Ink bar WF-8xxx Series Ink Cartridge XL Yellow - 4000str. (39 ml)'. Entity 2: 'Cooler Master MasterBox Lite 5 Mid Tower Case'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'SanDisk SDCZ60-064G-B35 Cruzer Glide USB Flash Drive USB 2.0 - 64 GB'. Entity 2: 'Sandisk Cruzer Force 16GB USB 2.0 Flash Drive - SDCZ71-016G-B35'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Pokemon Sword & Shield Booster pack'. Entity 2: 'Pokémon TCG Sword & Shield Darkness Ablaze'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston HyperX Fury 4GB DDR3 1600MHz CL10 Ram'. Entity 2: 'Kingston 4GB DDR3 1600MHz HyperX Fury Black Series'.,Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Seagate IronWolf 6TB NAS Internal Hard Drive (3.5"")'. Entity 2: 'Crucial MX500 2TB 3D NAND SATA 2.5 Inch Internal SSD'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Zebra Black Monochrome Ribbon 800033-801 - 1000 Prints'. Entity 2: 'Zebra 800015-101 Black Monochrome Ribbon - 1000 Prints'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Tissot T-Touch Expert Solar Men's Watch - T0914204605101'. Entity 2: 'Tissot T-Sport Seastar 1000 Chronograph Watch T1204171105100'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'CS-M8000 CASSETTE 11-40 XT 11-SPEED'. Entity 2: 'Shimano Deore XT CS-M8000 Cassette 11-speed, silver/grey'.",Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Crucial Crucial Memory 4GB DDR3L 1600 1.35V SODIMM Retail CT51264BF160BJ'. Entity 2: 'Memoire DDR3 So Dimm Crucial 4GB DDR3 1600 MT/S (PC3-12800)'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kappe New Era NY Yankees MLB 9Fifty Cap'. Entity 2: 'New Era 39THIRTY MLB New York Yankees Fullcap - 10298279'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cartus toner Epson Discproducer PP-100AP, magenta'. Entity 2: 'Garmin fenix5 Gray Optic, Black band'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Nobreak APC Smart-UPS SURT 20kVA/16kW, 230V'. Entity 2: 'RAM-201U-D RAM Mounts C-Size Double-Socket Long Arm with 1.5-Inch Sockets'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'TP-LINK EAP110 Access point - Wit'. Entity 2: 'TP-Link EAP110 Auranet Access Point 300Mps'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Shimano M05 Disc Brake Pads (Deore) (Resin)'. Entity 2: 'Shimano 11 SPD Chain RD/MTB Sil-Tec With Quick Link'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Relógio Swiss Military Hanowa06-6278.04.001.07 Navalus'. Entity 2: 'Brother HL-L6300DW Business Laser Printer for Mid-Size Workgroups -HL-L6300DW'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Canon EF-S 18-200mm f/3.5-5.6 IS'. Entity 2: 'SANDISK EXTREME PRO SDXC 256GB 170MB/S C10 U3'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'CORSAIR CRYSTAL 570X RGB Mid-Tower Case, 3 RGB Fans, Tempered Glass - White| CC-9011110-WW'. Entity 2: 'CORSAIR Crystal Series 570X RGB Tempered Glass,Premium ATX Mid-Tower Case, WHITE'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Corsair ML140 Pro LED, Red, 140mm Premium Magnetic Levitation Fan'. Entity 2: 'Corsair ML140 Pro LED Blue 140mm Magnetic Levitation Fan | Discount Computer Needs'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: '16GB Vengeance LPX DDR4 2400MHz, CL14, Black, DIMM Memory'. Entity 2: 'Carto de memria micro SD Kingston 64Gb XC1 classe 10 Canvas Select'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Shimano Pedal PD-RS500 SL Black'. Entity 2: 'SanDisk Extreme PRO SD UHS-II Card Reader/Writer'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'APC Replacement Battery Cartridge #124'. Entity 2: 'DYMO 4500 TAPE BLACK/RED 45017'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson Papir Photo Premium Glossy 13X18cm 30-ark 255G'. Entity 2: 'Epson oryginalny tusz T2982 29 cyan'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Traveler's Notebook Refill - Sketch Paper'. Entity 2: 'TISSOT SEASTAR 1000 POWERMATIC 80'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'WD My Passport 4TB USB 3.0 + Etui'. Entity 2: 'Hard Disk Drive WD My Passport WDBYNN0010BRD, 1TB, USB 3.0, rosu'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Dron DJI Mavic 2 Pro'. Entity 2: 'DJI Mavic 2 Pro Drone Quadcopter with Hasselblad Camera HDR Video UAV Adjustable Aperture 20MP 1'.,Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Hard disk server HP Hot-Plug SC Enterprise SAS 6G 900GB 10000 RPM 2.5""'. Entity 2: 'HP 300GB 6G SAS 15K rpm SFF (2.5-inch) SC Enterprise'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'YD260XBCAFBOX - AMD AM4 Ryzen 5 2600X, 6x 3.60GHz, boxed'. Entity 2: 'CRUCIAL - DDR3 8GB 1600Hz CL11 Unbuffered CT102472BD160B'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'HD 3,5 4TB 7200RPM IRONWOLF PRO 128 MB SATA3 SEAGATE'. Entity 2: 'Kingston Technology Canvas Select memory card 128 GB MicroSDXC Class 10 UHS-I'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Sony - FE 50mm F1.8 Standard Lens (SEL50F18F)'. Entity 2: 'Sony Alpha SEL50F18F FE 50mm f/1.8'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: '2012 SRAM Red XG-1090 10-Speed X-Dome 11-23 Cassette'. Entity 2: 'RAM Double Socket Arm MC201C LONG'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Sandisk 128gb Extreme Pro USB 3.1 Solid State Flash Drive, 420MB/s'. Entity 2: 'SanDisk SSD PLUS 120GB Solid State Drive -SDSSDA-120G-G27'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: '619291-B21 HP 900GB 6G SAS 10K rpm SFF (2.5-inch) Enterprise Hard Drive'. Entity 2: 'Maxxis Maxxis, High Roller II, Tire, 29''x2.30, Folding, Tubeless Ready, Dual, EXO, 60TPI, Black'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Gigabyte GeForce RTX 2060 SUPER 8GB Aorus'. Entity 2: 'Gigabyte AORUS GeForce RTX™ 2080 Ti XTREME 11G'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Ram Mount 2\"" Double Socket Arm for 1\"" Balls'. Entity 2: 'Crucial CT51264BD160BJ 4GB DDR3L-1600 UDIMM Memory Module'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Omega Seamaster Planet Ocean Automatic Chronograph Two-Tone Rubber Watch 215.32.46.51.01.001'. Entity 2: 'RAM-B-408-75-1-UN7U RAM Mounts X-Grip® Phone Mount with RAM® Torque™ Medium Rail Base'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'LaCie Mobile Drive 2,5"" 5 TB Moon Silver USB 3.1 Gen 2'. Entity 2: 'Lacie 5TB USB-C Mobile Drive prenosni disk'.",Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Shimano Ultegra Chain HG701 - 116L - with split'. Entity 2: 'Cle Usb KINGSTON 16GB DT MicroDuo USB 3.0 micro USB OTG'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox TD500 Mesh Triple ARGB Full Tower Gaming Cabinet with Dual 360mm Radiator Support and Crystalline Tempered Glass'. Entity 2: 'Cooler Master MasterCase H500 IRON GREY ATX Mid-Tower, Tempered Glass Panel, two 200mm RGB fans with Controller and Case Handle for Transport'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: '507125-B21 HP 146-GB 6G 10K 2.5 DP SAS HDD'. Entity 2: '652589-B21 HP G8 G9 900-GB 6G 10K 2.5 SAS SC'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'ADATA SX8200 Pro 256GB M.2 NVMe SSD ultra-fast PCIe Gen3x4 interface ,sustained peak read/write speeds of 3500/1200MB per second'. Entity 2: 'ASUS GeForce® RTX 2080 SUPER™ Dual Evo OC 8GB (90YV0DJ0-M0NM00) (NVIDIA, Grafikkarte)'.",No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Hikvision MP Outdoor IR DS-2DE5225IW-AE'. Entity 2: 'Speed Dome IP, 2 MP, IR 150m, Hikvision DS-2DE5225IW-AE'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'ASUS AMD ATX ROG STRIX B550 F Gaming Motherboard AM4 Dual DDR4, HDMI, Dual M.2'. Entity 2: 'Epson Fox Multipack \""Renard\"" (T1285) - Encre DURABrite Ultra N, C, M, J'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Manfrotto MVH502AH Fluid Video Head with MT055XPRO3 Tripod'. Entity 2: 'Memoire DDR4 G.Skill Trident Z F4-3600C16D-16GTZNC'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Blaze 40-Inch Cart For 5-Burner Grill, Cart Only'. Entity 2: 'Blaze Grill Cart for 40\"" Gas Grill'.",Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'YD150XBBAEBOX AMD Ryzen 5 1500X Quad Core 3.50GHz 16MB L3 Cache Socket AM4 Processor. New Retail Factory Sealed With Full Manufacturer Warranty.'. Entity 2: 'ASUS Dual GeForce GTX 1660 6GB OC Edition EVO 192Bit GDDR5'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Cappello New Era Clean Trucker 2 NY Yankees Cap'. Entity 2: 'Gorra New Era Clean Trucker 2 NY Yankees Cap'.,Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston Technology A400 2.5 \""240 GB Serial ATA III TLC'. Entity 2: 'Kingston Technology SA400S37/240G A400 SSD Solid State Drive 2.5 Inch SATA-3 - 240GB'.",Yes
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Shimano CN-HG95 116 links chain'. Entity 2: 'Shimano CN-HG601 105 5800 / SLX M7000 Chain With Quick Link 11-Speed - 116 Links, SIL-TEC'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'SANDISK EXTREME PRO SDXC 256GB 170MB/S C10 U3'. Entity 2: 'Kingston Canvas Select Plus SDHC Memory Card UHS-I 4K FULL HD 100MB/s - 32GB'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Crucial CT51264BD160BJ 4GB DDR3L-1600 UDIMM Memory Module'. Entity 2: 'Johnnie Walker Blue Label 0,7 ltr.'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung MLT-D103L must toonerikassett'. Entity 2: 'Omega Seamaster Planet Ocean Automatic Chronograph Two-Tone Rubber Watch 215.32.46.51.01.001'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Canon EF 100mm F2.8 L IS USM Macro Lens'. Entity 2: 'Logitech 3.5 mm Analog Stereo Headset H151 with Boom Microphone - Black'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'HIKVISION DS-7208HQHI-K1 2 MEGAPIXEL HYBRID 8 CHANNEL (8CH) DVR'. Entity 2: 'LaCie Rugged USB 3.1C 4 TB 2,5'' STFS4000800'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Logitech HD Pro Webcam C920 - webkamera'. Entity 2: 'Logitech H650e USB PC Headset'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Omega Seamaster DIVER 300MOMEGA CO-AXIAL MASTER CHRONOMETER 42 MM'. Entity 2: 'Evolve 20 Special Edition Mono MS'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung T7 Blue 2TB Portable SSD USB-C/A Gen2'. Entity 2: 'Samsung T5 external SSD Black 2TB, USB-C'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'SPD-SL-CLEAT-SET-SM-SH11-(YELLOW)-[6DEGREE]'. Entity 2: 'Apple AirPods with Wired Charging Case (2nd Generation)'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston HyperX Fury 4GB DDR3 1600MHz CL10 Ram'. Entity 2: 'HyperX 4GB (1x4GB) 1866MHz CL10 Fury Black'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Ram Mout Triple Ball Adapter'. Entity 2: 'Canon Multipack PGI-72multi1 (6403B007)'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Maxxis High Roller II 27.5 x 2.5 Wide Trail 3C Maxx Terra EXO/TR Folding Mountainbike Tyre'. Entity 2: 'Shimano BR-M9000 J04C Metal Finned Disc Pad'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Access Point TP-LINK Wireless N 300Mbs B/G/N - 3 Antenas'. Entity 2: 'WD Blue 1TB 2.5"" SATA Internal Solid State Drive SSD 550MB/s HDD | Discount Computer Needs'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson S050189 toner ciano ACULA.C1100 4k'. Entity 2: 'Toner Original Oki Ciano (44844507)'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Fujifilm FUJINON XF-56mm f1.2'. Entity 2: 'Fujinon Lens XF 23mm F1.4 R'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Western Digital Blue PC SSD 2.5\"" 7mm 250GB'. Entity 2: 'Western Digital (WDC) 250GB 2.5\"" SATA SSD Blue 7mm Cased'.",Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'KINGSTON 8GB 1600MHz DDR3 CL10 DIMM (Kit of 2) HyperX Fury Series'. Entity 2: 'DDR3 8GB PC1600 CL9 Kingston Hypk'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Gigabyte Radeon RX 5500 XT OC 4GB GDDR6'. Entity 2: 'SEAGATE SATA-3 2TB SSHD FIRECUDA'.,No
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Evans 8\"" TT08EC2S Clear Drum Head'. Entity 2: 'HP Color LaserJet Professional CP5225dn'.",No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Crucial 8GB (1x8GB) DDR3 1600MHz SODIMM'. Entity 2: 'Crucial 8GB DDR3 1600MHz CT102464BF160B Notebook Ram'.,Yes
Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung Portable SSD T7 Touch 2TB - Zwart'. Entity 2: 'Samsung T7 Portable SSD [2TB] (Indigo Blue)'.,No
Do the two product descriptions refer to the same real-world product? Entity 1: 'Cappello New Era Clean Trucker Chicago Bulls Cap'. Entity 2: 'Cooler Master MasterCase H500 Mid Tower PC Case'.,No
